Somersault Kick > Crossfire Somersault (~5800 damage, 3 super art gauge, 0.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Double Shot (~3404 damage, 0 super art gauge, 6.0 drive gauge)
Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat (~3404 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Double Shot (~3404 damage, 0 super art gauge, 6.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > OD Sonic Boom > Sonic Break > Sonic Break > Sonic Break (~3403 damage, 2 super art gauge, 5.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Double Shot > OD Sonic Boom > Heavy Somersault Kick (~3399 damage, 0 super art gauge, 5.0 drive gauge)
Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Sonic Boom (~3396 damage, 0 super art gauge, 3.0 drive gauge)
Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Light Sonic Boom (~3396 damage, 0 super art gauge, 3.0 drive gauge)
Parry Drive Rush > (After drive rush) Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Sonic Hurricane (~3396 damage, 1 super art gauge, 6.5 drive gauge)
Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > OD Sonic Boom (~3395 damage, 0 super art gauge, 5.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Double Shot (~3394 damage, 2 super art gauge, 6.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Standing Light Kick > Medium Sonic Boom (~3389 damage, 0 super art gauge, 6.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch (~3387 damage, 0 super art gauge, 6.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) (~3387 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch (~3387 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) (~3387 damage, 0 super art gauge, 6.0 drive gauge)
Parry Drive Rush > (After drive rush) Full Bullet Magnum > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Standing Light Kick > Medium Sonic Boom > Heavy Somersault Kick (~3387 damage, 0 super art gauge, 6.5 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > OD Sonic Boom > Sonic Break > Sonic Break > Sonic Break > Sonic Break (~3386 damage, 2 super art gauge, 5.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Double Shot > OD Sonic Boom > Sonic Break > Sonic Break > Sonic Break > Sonic Break (~3386 damage, 2 super art gauge, 5.0 drive gauge)
Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Light Sonic Boom > Crouching Heavy Kick (~3384 damage, 0 super art gauge, 6.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Somersault Kick (~3382 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Punch > Sonic Boom > Burning Straight > OD Sonic Boom > Heavy Somersault Kick (~3380 damage, 0 super art gauge, 2.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Solid Puncher > Burning Straight > OD Sonic Boom > Sonic Break > Sonic Break > Sonic Break (~3380 damage, 2 super art gauge, 2.0 drive gauge)
Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Double Shot > Somersault Kick (~3379 damage, 0 super art gauge, 3.0 drive gauge)
Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom > Heavy Somersault Kick (~3378 damage, 0 super art gauge, 3.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom (~3377 damage, 2 super art gauge, 6.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (~3377 damage, 2 super art gauge, 6.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (Perfect) (~3377 damage, 2 super art gauge, 6.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Standing Light Kick (~3377 damage, 2 super art gauge, 6.0 drive gauge)
Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Light Sonic Boom > Heavy Somersault Kick (~3376 damage, 2 super art gauge, 6.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Double Shot > Somersault Kick (~3373 damage, 0 super art gauge, 6.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Double Shot > OD Sonic Boom > Heavy Somersault Kick (~3372 damage, 0 super art gauge, 5.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Light Sonic Boom > Crouching Heavy Kick (~3372 damage, 0 super art gauge, 3.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom > Heavy Somersault Kick (~3370 damage, 0 super art gauge, 3.0 drive gauge)
Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Somersault Kick (~3370 damage, 0 super art gauge, 3.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > OD Sonic Boom > Heavy Somersault Kick (~3369 damage, 2 super art gauge, 5.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > OD Sonic Boom > Heavy Somersault Kick (~3369 damage, 2 super art gauge, 5.0 drive gauge)
Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Light Sonic Boom > Heavy Somersault Kick (~3367 damage, 0 super art gauge, 3.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > OD Sonic Boom > Heavy Somersault Kick (~3365 damage, 0 super art gauge, 5.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom > Crouching Heavy Kick (~3365 damage, 0 super art gauge, 6.0 drive gauge)
Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Double Shot > OD Sonic Boom (~3362 damage, 0 super art gauge, 5.0 drive gauge)
Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom > Crouching Heavy Kick (~3362 damage, 0 super art gauge, 3.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Solid Puncher > Burning Straight > OD Sonic Boom > Heavy Somersault Kick (~3360 damage, 2 super art gauge, 2.0 drive gauge)
Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Standing Light Kick > Medium Sonic Boom > Heavy Somersault Kick (~3358 damage, 0 super art gauge, 6.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Somersault Kick (~3356 damage, 0 super art gauge, 6.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight (~3356 damage, 0 super art gauge, 6.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (Perfect) > Standing Heavy Kick (~3356 damage, 0 super art gauge, 6.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Double Shot (~3355 damage, 0 super art gauge, 6.0 drive gauge)
Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Standing Light Kick > Medium Sonic Boom > Heavy Somersault Kick (~3353 damage, 0 super art gauge, 3.0 drive gauge)
Parry Drive Rush > (After drive rush) Full Bullet Magnum > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Double Shot > Somersault Kick (~3353 damage, 0 super art gauge, 6.5 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Double Shot > OD Sonic Boom > Sonic Break > Sonic Break > Sonic Break > Sonic Break (~3352 damage, 2 super art gauge, 5.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > OD Sonic Boom > Sonic Break > Sonic Break (~3352 damage, 2 super art gauge, 5.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch (~3352 damage, 2 super art gauge, 6.0 drive gauge)
